4, 1, 0, 5
3, 0, 3, 2
10, 2, 2, 2
8, 2, 0, 0
3, 0, 3, 2
5, 1, 1, 10
11, 2, 3, 2
0, 0, 0, 0
8, 2, 0, 1
5, 1, 1, 9
10, 2, 2, 4
2, 0, 2, 5
0, 0, 0, 1
7, 1, 3, 5
7, 1, 3, 5
6, 1, 2, 5
1, 0, 1, 6
9, 2, 1, 6
9, 2, 1, 6
1, 0, 1, 6
1, 0, 1, 6
11, 2, 3, 4
2, 0, 2, 5
2, 0, 2, 5
4, 1, 0, 2
9, 2, 1, 8
3, 0, 3, 5
0, 0, 0, 5
11, 2, 3, 5
10, 2, 2, 5
7, 1, 3, 5
4, 1, 0, 3
5, 1, 1, 7
6, 1, 2, 5
6, 1, 2, 5
8, 2, 0, 4
