2, 0, 2, 1
3, 0, 3, 0
8, 2, 0, 2
8, 2, 0, 4
9, 2, 1, 7
2, 0, 2, 5
4, 1, 0, 6
1, 0, 1, 8
7, 1, 3, 6
5, 1, 1, 9
0, 0, 0, 3
7, 1, 3, 7
6, 1, 2, 6
11, 2, 3, 4
9, 2, 1, 5
10, 2, 2, 6
4, 1, 0, 3
11, 2, 3, 3
7, 1, 3, 4
3, 0, 3, 3
10, 2, 2, 5
6, 1, 2, 5
1, 0, 1, 5
3, 0, 3, 2
1, 0, 1, 4
10, 2, 2, 5
2, 0, 2, 3
5, 1, 1, 8
5, 1, 1, 8
6, 1, 2, 5
11, 2, 3, 5
4, 1, 0, 5
8, 2, 0, 2
9, 2, 1, 4
0, 0, 0, 0
0, 0, 0, 1
